municipio,uf,estado,regiao,populacao,renda_media_mensal,pib_anual_mil_reais,pib_per_capita_reais
Municipio RJ-057,RJ,Rio de Janeiro,Sudeste,28285,1255.55,493102.59,17433.36
Municipio BA-277,BA,Bahia,Nordeste,4034,596.01,26209.13,6497.06
Municipio RN-085,RN,Rio Grande do Norte,Nordeste,2481,874.61,31826.36,12828.04
Municipio SP-634,SP,São Paulo,Sudeste,1545,2248.8,60985.0,39472.49
Municipio MA-025,MA,Maranhão,Nordeste,2759,1242.66,39580.09,14345.81
Municipio RS-420,RS,Rio Grande do Sul,Sul,9380,1210.36,123251.28,13139.8
Municipio RS-148,RS,Rio Grande do Sul,Sul,7532,2000.21,249515.0,33127.32
Municipio PB-116,PB,Paraíba,Nordeste,3224,870.76,36740.02,11395.79
Municipio RN-049,RN,Rio Grande do Norte,Nordeste,1159225,993.6,14449281.1,12464.6
Municipio BA-124,BA,Bahia,Nordeste,3419,1214.46,45267.14,13239.88
Municipio RO-034,RO,Rondônia,Norte,4299,870.85,51458.43,11969.86
Municipio PR-356,PR,Paraná,Sul,5513,1601.42,132600.88,24052.4
Municipio GO-008,GO,Goiás,Centro-Oeste,142351,2202.11,3656161.79,25684.13
Municipio GO-018,GO,Goiás,Centro-Oeste,38949,2005.45,974466.06,25019.03
Municipio TO-054,TO,Tocantins,Norte,5738,689.65,53635.81,9347.47
Municipio PE-085,PE,Pernambuco,Nordeste,29233,946.61,525541.8,17977.69
Municipio RS-237,RS,Rio Grande do Sul,Sul,1528,2293.37,51535.2,33727.23
Municipio SP-607,SP,São Paulo,Sudeste,31184,1076.18,594632.32,19068.51
Municipio RN-030,RN,Rio Grande do Norte,Nordeste,2293,828.48,21638.67,9436.84
Municipio MG-667,MG,Minas Gerais,Sudeste,5104,1526.27,120016.94,23514.29
Municipio BA-119,BA,Bahia,Nordeste,3584,980.21,60486.35,16876.77
Municipio MT-087,MT,Mato Grosso,Centro-Oeste,34139,1418.98,806841.87,23634.02
Municipio MG-704,MG,Minas Gerais,Sudeste,28521,1713.63,645653.4,22637.82
Municipio MA-080,MA,Maranhão,Nordeste,7092,1312.32,139439.12,19661.47
Municipio RS-308,RS,Rio Grande do Sul,Sul,5140,2506.7,232953.39,45321.67
Municipio RS-142,RS,Rio Grande do Sul,Sul,1969,1956.71,68731.76,34906.94
Municipio SC-190,SC,Santa Catarina,Sul,21093,2394.48,901927.3,42759.56
Municipio AL-096,AL,Alagoas,Nordeste,27819,924.86,403081.78,14489.44
Municipio SC-046,SC,Santa Catarina,Sul,17629,2349.54,594134.05,33702.08
Municipio PB-029,PB,Paraíba,Nordeste,20759,804.8,199489.23,9609.77
Municipio PE-162,PE,Pernambuco,Nordeste,11234,731.37,146211.53,13015.09
Municipio RS-174,RS,Rio Grande do Sul,Sul,159475,2173.09,6281882.0,39391.01
Municipio PI-093,PI,Piauí,Nordeste,87335,903.71,890608.86,10197.62
Municipio PR-094,PR,Paraná,Sul,19123,2475.71,843635.57,44116.28
Municipio BA-221,BA,Bahia,Nordeste,9881,985.22,124370.55,12586.84
Municipio PA-077,PA,Pará,Norte,2776,1154.18,55394.38,19954.75
Municipio MT-007,MT,Mato Grosso,Centro-Oeste,16508,2019.54,564584.41,34200.65
Municipio RN-012,RN,Rio Grande do Norte,Nordeste,14091,1317.72,273386.94,19401.53
Municipio MS-006,MS,Mato Grosso do Sul,Centro-Oeste,15353,1180.71,324315.64,21123.93
Municipio SC-272,SC,Santa Catarina,Sul,19700,2235.52,668678.94,33943.09
Municipio PR-097,PR,Paraná,Sul,1274,1408.48,21538.97,16906.57
Municipio MG-233,MG,Minas Gerais,Sudeste,53974,1589.58,1212324.27,22461.26
Municipio RS-262,RS,Rio Grande do Sul,Sul,26890,2264.63,980860.42,36476.77
Municipio ES-052,ES,Espírito Santo,Sudeste,9721,2042.7,281750.97,28983.74
Municipio SP-633,SP,São Paulo,Sudeste,32104,2333.05,936960.76,29185.17
Municipio CE-107,CE,Ceará,Nordeste,20629,1224.25,306521.46,14858.76
Municipio BA-237,BA,Bahia,Nordeste,6133,563.48,64473.52,10512.56
Municipio MG-405,MG,Minas Gerais,Sudeste,15774,2444.13,527363.74,33432.47
Municipio SP-118,SP,São Paulo,Sudeste,2828,1510.01,47505.68,16798.33
Municipio RS-220,RS,Rio Grande do Sul,Sul,150766,1406.09,2612700.92,17329.51
Municipio SP-585,SP,São Paulo,Sudeste,2264,2019.26,75184.23,33208.58
Municipio SC-116,SC,Santa Catarina,Sul,5940,1912.59,196414.38,33066.39
Municipio SP-122,SP,São Paulo,Sudeste,31406,1785.07,779190.76,24810.25
Municipio RR-004,RR,Roraima,Norte,8279,876.71,127308.22,15377.25
Municipio PR-372,PR,Paraná,Sul,16688,2501.6,552825.06,33127.1
Municipio TO-076,TO,Tocantins,Norte,18169,831.69,255696.29,14073.22
Municipio RS-241,RS,Rio Grande do Sul,Sul,25770,2123.72,909495.41,35292.8
Municipio RS-182,RS,Rio Grande do Sul,Sul,12309,2388.01,535246.47,43484.16
Municipio MG-523,MG,Minas Gerais,Sudeste,40912,1443.2,865097.02,21145.31
Municipio CE-115,CE,Ceará,Nordeste,4176,772.47,55586.22,13310.88
Municipio MG-661,MG,Minas Gerais,Sudeste,13191,1306.73,256665.1,19457.59
Municipio MG-093,MG,Minas Gerais,Sudeste,4357,1920.53,112036.57,25714.15
Municipio MG-155,MG,Minas Gerais,Sudeste,9499,2406.06,409546.14,43114.66
Municipio ES-060,ES,Espírito Santo,Sudeste,3587,2125.24,94288.75,26286.24
Municipio SC-010,SC,Santa Catarina,Sul,15679,1068.63,225299.29,14369.49
Municipio MG-670,MG,Minas Gerais,Sudeste,34719,2415.05,1085203.38,31256.76
Municipio RJ-050,RJ,Rio de Janeiro,Sudeste,46382,1262.38,710740.71,15323.63
Municipio PI-132,PI,Piauí,Nordeste,86853,1241.43,1919982.3,22106.11
Municipio MG-160,MG,Minas Gerais,Sudeste,3119,2258.54,89976.69,28847.93
Municipio PI-025,PI,Piauí,Nordeste,38279,1115.01,491188.65,12831.8
Municipio SP-600,SP,São Paulo,Sudeste,25889,2099.36,733788.87,28343.65
Municipio SP-183,SP,São Paulo,Sudeste,10268,1884.0,209202.58,20374.23
Municipio BA-283,BA,Bahia,Nordeste,21078,726.86,231153.62,10966.58
Municipio CE-025,CE,Ceará,Nordeste,37052,1098.63,664533.25,17935.15
Municipio RS-065,RS,Rio Grande do Sul,Sul,5910,1401.57,96386.05,16308.98
Municipio TO-134,TO,Tocantins,Norte,11811,1271.94,186746.78,15811.26
Municipio PR-394,PR,Paraná,Sul,19869,2137.98,482755.68,24296.93
Municipio SP-199,SP,São Paulo,Sudeste,6445,2379.25,259549.8,40271.5
Municipio RS-243,RS,Rio Grande do Sul,Sul,11428,1233.67,245417.37,21475.09
Municipio PI-031,PI,Piauí,Nordeste,16215,820.01,207553.63,12800.1
Municipio RS-189,RS,Rio Grande do Sul,Sul,9315,1156.01,206468.45,22165.16
Municipio RJ-089,RJ,Rio de Janeiro,Sudeste,122254,2244.68,4894234.24,40033.33
Municipio PR-155,PR,Paraná,Sul,13909,2217.06,419695.3,30174.37
Municipio MG-446,MG,Minas Gerais,Sudeste,76307,2358.22,3267175.18,42816.19
Municipio MG-362,MG,Minas Gerais,Sudeste,93589,1201.82,1338401.45,14300.84
Municipio PB-022,PB,Paraíba,Nordeste,10923,1264.86,243278.4,22272.12
Municipio RO-018,RO,Rondônia,Norte,10873,669.96,83006.32,7634.17
Municipio MG-074,MG,Minas Gerais,Sudeste,27393,2247.36,673287.8,24578.83
Municipio CE-043,CE,Ceará,Nordeste,18431,925.43,255370.45,13855.49
Municipio RN-135,RN,Rio Grande do Norte,Nordeste,9892,574.36,81782.14,8267.5
Municipio RS-035,RS,Rio Grande do Sul,Sul,28718,1527.09,828460.08,28848.11
Municipio SP-493,SP,São Paulo,Sudeste,33147,996.68,414849.82,12515.46
Municipio MG-605,MG,Minas Gerais,Sudeste,2645,1852.28,77848.78,29432.43
Municipio PI-011,PI,Piauí,Nordeste,6130,833.11,87073.15,14204.43
Municipio PA-039,PA,Pará,Norte,1034,1080.16,19803.02,19151.86
Municipio PI-046,PI,Piauí,Nordeste,118589,972.98,1694634.93,14289.98
Municipio PA-079,PA,Pará,Norte,7723,617.62,70618.28,9143.89
Municipio PA-140,PA,Pará,Norte,13598,1277.22,295715.48,21746.98
Municipio GO-129,GO,Goiás,Centro-Oeste,9699,1468.58,185117.2,19086.22
Municipio GO-047,GO,Goiás,Centro-Oeste,59522,1519.57,1497720.62,25162.47
Municipio GO-067,GO,Goiás,Centro-Oeste,19168,1685.77,395102.39,20612.6
Municipio PI-111,PI,Piauí,Nordeste,5621,644.75,49780.56,8856.18
Municipio SP-151,SP,São Paulo,Sudeste,39261,1359.38,966418.4,24615.23
Municipio PI-118,PI,Piauí,Nordeste,21006,938.54,308056.16,14665.15
Municipio PR-181,PR,Paraná,Sul,74129,2191.99,1844081.51,24876.65
Municipio PB-200,PB,Paraíba,Nordeste,89087,783.44,1243548.56,13958.81
Municipio PR-201,PR,Paraná,Sul,20156,1093.02,407141.34,20199.51
Municipio RN-102,RN,Rio Grande do Norte,Nordeste,13305,936.78,179114.38,13462.19
Municipio SP-363,SP,São Paulo,Sudeste,1241,2271.21,42841.17,34521.49
Municipio MT-076,MT,Mato Grosso,Centro-Oeste,3817,994.47,65732.79,17221.06
Municipio MG-676,MG,Minas Gerais,Sudeste,2511,2178.15,101214.65,40308.5
Municipio MA-107,MA,Maranhão,Nordeste,4472,1137.53,80795.29,18066.93
Municipio SC-217,SC,Santa Catarina,Sul,64989,1183.8,1021244.13,15714.11
Municipio SP-554,SP,São Paulo,Sudeste,6322,1761.27,161415.89,25532.41
Municipio AL-064,AL,Alagoas,Nordeste,10486,1091.54,137480.78,13110.89
Municipio BA-396,BA,Bahia,Nordeste,6115,602.25,50805.53,8308.35
Municipio RJ-005,RJ,Rio de Janeiro,Sudeste,12740,1833.76,387574.5,30421.86
Municipio ES-007,ES,Espírito Santo,Sudeste,8719,1889.81,187895.61,21550.13
Municipio SC-098,SC,Santa Catarina,Sul,41012,1539.97,926078.1,22580.66
Municipio RN-121,RN,Rio Grande do Norte,Nordeste,8042,619.69,64073.28,7967.33
Municipio SC-097,SC,Santa Catarina,Sul,44860,2217.84,1677468.83,37393.42
Municipio RN-158,RN,Rio Grande do Norte,Nordeste,11490,655.52,100088.5,8710.92
Municipio MG-617,MG,Minas Gerais,Sudeste,26473,1466.45,503524.16,19020.29
Municipio SP-168,SP,São Paulo,Sudeste,20530,2436.87,636496.89,31003.26
Municipio SP-040,SP,São Paulo,Sudeste,13572,2220.23,390902.34,28802.12
Municipio CE-127,CE,Ceará,Nordeste,11307,789.08,97294.4,8604.79
Municipio RN-070,RN,Rio Grande do Norte,Nordeste,29740,1000.3,477858.33,16067.87
Municipio MG-496,MG,Minas Gerais,Sudeste,5760,1137.93,79953.73,13880.86
Municipio TO-028,TO,Tocantins,Norte,27410,846.18,291708.54,10642.41
Municipio MG-306,MG,Minas Gerais,Sudeste,2391,998.33,44479.65,18602.95
Municipio PR-014,PR,Paraná,Sul,12996,2414.73,371817.94,28610.18
Municipio PB-101,PB,Paraíba,Nordeste,5421,965.28,92462.4,17056.34
Municipio SP-165,SP,São Paulo,Sudeste,26156,1447.31,690912.12,26415.05
Municipio RS-287,RS,Rio Grande do Sul,Sul,15792,1210.68,347635.7,22013.41
Municipio PA-124,PA,Pará,Norte,28004,1025.41,547575.81,19553.49
Municipio MG-484,MG,Minas Gerais,Sudeste,47924,2019.32,1252334.21,26131.67
Municipio PR-311,PR,Paraná,Sul,8224,2493.51,313313.23,38097.43
Municipio SP-346,SP,São Paulo,Sudeste,11374,1925.5,266795.76,23456.63
Municipio BA-033,BA,Bahia,Nordeste,32477,810.3,320249.66,9860.81
Municipio ES-048,ES,Espírito Santo,Sudeste,3044,2089.71,106788.21,35081.54
Municipio SP-284,SP,São Paulo,Sudeste,7437,1430.41,120222.88,16165.51
Municipio MA-074,MA,Maranhão,Nordeste,79634,1216.86,1124205.28,14117.15
Municipio MA-156,MA,Maranhão,Nordeste,9951,1045.87,120470.75,12106.4
Municipio SP-497,SP,São Paulo,Sudeste,21054,2390.98,863859.01,41030.64
Municipio MS-028,MS,Mato Grosso do Sul,Centro-Oeste,9422,1854.22,241806.89,25664.07
Municipio MA-041,MA,Maranhão,Nordeste,29556,755.43,330800.62,11192.33
Municipio PR-351,PR,Paraná,Sul,31290,1514.47,701101.24,22406.56
Municipio PB-117,PB,Paraíba,Nordeste,11235,924.49,119496.4,10636.08
Municipio SC-254,SC,Santa Catarina,Sul,14757,2178.85,402519.23,27276.49
Municipio SP-157,SP,São Paulo,Sudeste,40728,1691.79,948782.35,23295.58
Municipio MG-112,MG,Minas Gerais,Sudeste,8250,2179.65,255740.64,30998.87
Municipio MG-809,MG,Minas Gerais,Sudeste,19554,1634.06,391431.8,20017.99
Municipio SC-268,SC,Santa Catarina,Sul,30078,1562.33,742334.31,24680.31
Municipio SC-003,SC,Santa Catarina,Sul,7650,2495.1,235661.22,30805.39
Municipio PR-004,PR,Paraná,Sul,15150,2161.71,620201.91,40937.42
Municipio AM-027,AM,Amazonas,Norte,26414,867.03,250268.03,9474.83
Municipio BA-008,BA,Bahia,Nordeste,1034,739.68,8607.74,8324.7
Municipio MG-025,MG,Minas Gerais,Sudeste,69392,1543.16,1645870.61,23718.45
Municipio RS-001,RS,Rio Grande do Sul,Sul,780,1304.09,19517.79,25022.81
Municipio GO-152,GO,Goiás,Centro-Oeste,19440,1428.81,484653.15,24930.72
Municipio CE-012,CE,Ceará,Nordeste,74991,710.65,870711.7,11610.88
Municipio RS-234,RS,Rio Grande do Sul,Sul,5542,1041.36,76782.32,13854.62
Municipio AP-009,AP,Amapá,Norte,11903,969.58,172332.1,14478.04
Municipio GO-100,GO,Goiás,Centro-Oeste,3663,1259.31,74307.76,20286.04
Municipio MT-034,MT,Mato Grosso,Centro-Oeste,27764,2183.49,890474.65,32073.0
Municipio SP-597,SP,São Paulo,Sudeste,11915,1984.09,336450.29,28237.54
Municipio SC-053,SC,Santa Catarina,Sul,33911,2509.14,1072867.27,31637.74
Municipio SP-303,SP,São Paulo,Sudeste,2375,2331.8,79869.87,33629.42
Municipio BA-139,BA,Bahia,Nordeste,1890,796.41,22951.6,12143.7
Municipio SP-355,SP,São Paulo,Sudeste,8217,1475.96,134902.2,16417.45
Municipio SE-062,SE,Sergipe,Nordeste,5732,770.15,54441.31,9497.79
Municipio MT-018,MT,Mato Grosso,Centro-Oeste,2568,1957.89,75223.23,29292.54
Municipio RS-126,RS,Rio Grande do Sul,Sul,3039,1888.15,87813.44,28895.51
Municipio SP-504,SP,São Paulo,Sudeste,126736,2461.04,4852989.58,38292.12
Municipio MG-159,MG,Minas Gerais,Sudeste,8001,1349.62,186553.6,23316.29
Municipio MG-279,MG,Minas Gerais,Sudeste,29079,2124.85,819244.04,28173.05
Municipio MS-034,MS,Mato Grosso do Sul,Centro-Oeste,9375,1552.01,216983.87,23144.95
Municipio PE-082,PE,Pernambuco,Nordeste,10210,702.02,96849.07,9485.71
Municipio SP-583,SP,São Paulo,Sudeste,73517,1800.39,2293076.11,31191.1
Municipio PB-066,PB,Paraíba,Nordeste,24992,980.9,292026.63,11684.8
Municipio MS-044,MS,Mato Grosso do Sul,Centro-Oeste,47174,1146.72,964139.03,20437.93
Municipio BA-354,BA,Bahia,Nordeste,58790,730.56,547798.29,9317.88
Municipio CE-136,CE,Ceará,Nordeste,880,1069.74,11303.68,12845.09
Municipio PI-202,PI,Piauí,Nordeste,110912,619.06,1299717.33,11718.46
Municipio SP-127,SP,São Paulo,Sudeste,114099,1406.88,1839013.9,16117.7
Municipio PB-134,PB,Paraíba,Nordeste,2528,1274.96,61496.66,24326.21
Municipio BA-393,BA,Bahia,Nordeste,54128,835.08,718646.92,13276.81
Municipio PI-072,PI,Piauí,Nordeste,38092,707.47,474732.12,12462.78
Municipio TO-049,TO,Tocantins,Norte,60501,668.93,766272.69,12665.45
Municipio AL-033,AL,Alagoas,Nordeste,98593,851.96,1206159.09,12233.72
Municipio PI-044,PI,Piauí,Nordeste,31436,1239.54,461471.09,14679.7
Municipio SP-335,SP,São Paulo,Sudeste,10583,2391.81,413127.84,39036.93
Municipio RN-073,RN,Rio Grande do Norte,Nordeste,11520,580.42,101846.64,8840.85
Municipio TO-119,TO,Tocantins,Norte,23730,737.96,284735.09,11998.95
Municipio PB-131,PB,Paraíba,Nordeste,24125,750.95,212455.49,8806.45
Municipio SP-494,SP,São Paulo,Sudeste,70326,2168.94,2740394.45,38967.02
Municipio GO-213,GO,Goiás,Centro-Oeste,952,1737.98,26430.36,27762.98
Municipio GO-092,GO,Goiás,Centro-Oeste,7257,1622.47,159651.29,21999.63
Municipio SC-131,SC,Santa Catarina,Sul,12695,1535.45,217011.48,17094.25
Municipio MT-137,MT,Mato Grosso,Centro-Oeste,2500,1041.91,38355.96,15342.38
Municipio MG-432,MG,Minas Gerais,Sudeste,10143,1095.13,124119.48,12236.96
Municipio PR-254,PR,Paraná,Sul,113398,1263.99,1548515.26,13655.58
Municipio CE-059,CE,Ceará,Nordeste,27959,947.16,345129.92,12344.14
Municipio SP-220,SP,São Paulo,Sudeste,32772,1322.48,501769.71,15310.93
Municipio MG-536,MG,Minas Gerais,Sudeste,8392,1156.33,179926.11,21440.19
Municipio PR-059,PR,Paraná,Sul,13740,1839.29,435917.24,31726.15
Municipio GO-054,GO,Goiás,Centro-Oeste,2022,1987.0,57168.81,28273.4
Municipio SE-065,SE,Sergipe,Nordeste,48341,653.41,595951.24,12328.07
Municipio MG-733,MG,Minas Gerais,Sudeste,16957,2002.16,616008.51,36327.68
Municipio RS-485,RS,Rio Grande do Sul,Sul,88997,1453.69,1942884.04,21830.89
Municipio PR-339,PR,Paraná,Sul,8908,1719.41,266478.04,29914.46
Municipio BA-284,BA,Bahia,Nordeste,5256,1278.88,105098.89,19995.98
Municipio MG-365,MG,Minas Gerais,Sudeste,36910,2164.3,1349317.1,36556.95
Municipio MG-176,MG,Minas Gerais,Sudeste,33469,1243.73,533851.53,15950.63
Municipio GO-225,GO,Goiás,Centro-Oeste,25222,1631.24,492494.66,19526.39
Municipio MG-232,MG,Minas Gerais,Sudeste,11397,2337.71,337371.42,29601.77
Municipio MT-127,MT,Mato Grosso,Centro-Oeste,6706,1826.88,163457.62,24374.83
Municipio CE-092,CE,Ceará,Nordeste,2729,639.75,29173.13,10690.04
Municipio RO-020,RO,Rondônia,Norte,9696,963.81,169367.55,17467.78
Municipio PR-373,PR,Paraná,Sul,7686,2505.7,305359.05,39729.25
Municipio SP-272,SP,São Paulo,Sudeste,76054,1422.95,1719025.67,22602.7
Municipio BA-397,BA,Bahia,Nordeste,68330,1098.2,901201.32,13188.96
Municipio BA-256,BA,Bahia,Nordeste,35512,552.27,260314.41,7330.32
Municipio PR-047,PR,Paraná,Sul,40657,2557.0,1265345.71,31122.46
Municipio PB-094,PB,Paraíba,Nordeste,7673,832.17,121751.0,15867.46
Municipio SP-531,SP,São Paulo,Sudeste,3121,2466.74,136457.19,43722.27
Municipio ES-032,ES,Espírito Santo,Sudeste,55522,1129.78,1075130.88,19364.05
Municipio CE-056,CE,Ceará,Nordeste,142226,569.43,1418196.19,9971.43
Municipio SP-628,SP,São Paulo,Sudeste,144629,2160.23,5788732.23,40024.7
Municipio BA-264,BA,Bahia,Nordeste,35940,710.91,456216.39,12693.83
Municipio PB-035,PB,Paraíba,Nordeste,4137,779.89,54177.45,13095.83
Municipio PI-066,PI,Piauí,Nordeste,28377,892.15,314482.85,11082.31
Municipio RS-082,RS,Rio Grande do Sul,Sul,10486,1665.33,308591.25,29428.88
Municipio PB-180,PB,Paraíba,Nordeste,15818,636.66,179440.01,11344.04
Municipio RS-209,RS,Rio Grande do Sul,Sul,13947,2244.49,365616.09,26214.68
Municipio CE-149,CE,Ceará,Nordeste,27939,756.41,327417.11,11719.0
Municipio GO-165,GO,Goiás,Centro-Oeste,4672,1023.59,82972.2,17759.46
Municipio TO-061,TO,Tocantins,Norte,68993,703.11,545391.83,7905.03
Municipio PR-282,PR,Paraná,Sul,2043,2156.73,59843.62,29292.03
Municipio GO-097,GO,Goiás,Centro-Oeste,21652,1839.57,608735.25,28114.5
Municipio CE-064,CE,Ceará,Nordeste,4018,1292.21,73605.22,18318.87
Municipio BA-087,BA,Bahia,Nordeste,108548,992.49,2000667.36,18431.18
Municipio RS-470,RS,Rio Grande do Sul,Sul,10753,1536.37,289714.34,26942.65
Municipio MG-530,MG,Minas Gerais,Sudeste,18391,1931.89,602783.68,32776.01
Municipio ES-053,ES,Espírito Santo,Sudeste,7644,1207.35,142981.8,18705.1
Municipio SP-526,SP,São Paulo,Sudeste,47342,1602.97,1136780.06,24012.08
Municipio PA-040,PA,Pará,Norte,17091,945.08,305697.95,17886.49
Municipio TO-041,TO,Tocantins,Norte,8309,984.92,151625.86,18248.39
Municipio TO-058,TO,Tocantins,Norte,5190,670.6,57589.59,11096.26
Municipio RS-366,RS,Rio Grande do Sul,Sul,42457,1617.83,1058142.66,24922.69
Municipio SP-529,SP,São Paulo,Sudeste,3767,1169.34,80730.31,21430.93
Municipio RN-140,RN,Rio Grande do Norte,Nordeste,5315,1261.92,122780.27,23100.71
Municipio BA-155,BA,Bahia,Nordeste,57170,558.79,452463.11,7914.35
Municipio BA-412,BA,Bahia,Nordeste,11812,675.45,146756.66,12424.37
Municipio MG-175,MG,Minas Gerais,Sudeste,398281,2450.53,17678866.73,44387.92
Municipio PA-105,PA,Pará,Norte,61965,1295.12,1366438.11,22051.77
Municipio MG-303,MG,Minas Gerais,Sudeste,14299,1531.21,407988.7,28532.67
Municipio SP-562,SP,São Paulo,Sudeste,8783,2373.06,303020.16,34500.76
Municipio SP-480,SP,São Paulo,Sudeste,6107,2191.4,222650.29,36458.21
Municipio PE-105,PE,Pernambuco,Nordeste,3431,587.35,23511.86,6852.77
Municipio RS-348,RS,Rio Grande do Sul,Sul,8952,1139.18,159640.02,17832.89
Municipio BA-204,BA,Bahia,Nordeste,4544,909.93,67438.36,14841.19
Municipio AL-082,AL,Alagoas,Nordeste,7786,1275.9,109873.27,14111.65
Municipio SP-487,SP,São Paulo,Sudeste,8626,1224.76,132100.54,15314.23
Municipio SP-035,SP,São Paulo,Sudeste,16094,1792.62,537361.51,33388.93
Municipio GO-041,GO,Goiás,Centro-Oeste,6999,1854.85,165886.14,23701.41
Municipio SC-239,SC,Santa Catarina,Sul,13763,1829.99,447317.03,32501.42
Municipio MA-132,MA,Maranhão,Nordeste,4731,1026.5,53390.35,11285.21
Municipio PI-024,PI,Piauí,Nordeste,70728,745.29,612328.93,8657.52
Municipio AM-033,AM,Amazonas,Norte,51883,1429.61,1254169.56,24173.03
Municipio RJ-086,RJ,Rio de Janeiro,Sudeste,13938,2405.56,385640.7,27668.3
Municipio MS-024,MS,Mato Grosso do Sul,Centro-Oeste,6303,1322.26,150355.18,23854.54
Municipio SP-623,SP,São Paulo,Sudeste,44724,2134.73,1378872.75,30830.71
Municipio SC-157,SC,Santa Catarina,Sul,17309,2515.99,815192.42,47096.45
Municipio MG-669,MG,Minas Gerais,Sudeste,1238,2381.81,54209.81,43788.21
Municipio MG-202,MG,Minas Gerais,Sudeste,5167,1717.63,160702.59,31101.72
Municipio BA-206,BA,Bahia,Nordeste,22323,1214.48,447476.55,20045.54
Municipio BA-251,BA,Bahia,Nordeste,50101,905.69,669986.52,13372.72
Municipio SP-621,SP,São Paulo,Sudeste,2791,1503.22,59524.97,21327.47
Municipio AL-054,AL,Alagoas,Nordeste,15219,920.82,247616.72,16270.24
Municipio AC-016,AC,Acre,Norte,3590,686.28,31782.88,8853.17
Municipio SC-206,SC,Santa Catarina,Sul,5163,2421.37,189410.19,36686.07
Municipio BA-240,BA,Bahia,Nordeste,1115,793.07,9956.42,8929.52
Municipio MA-058,MA,Maranhão,Nordeste,29872,734.11,371390.16,12432.72
Municipio SC-287,SC,Santa Catarina,Sul,6384,1274.83,95096.27,14896.03
Municipio GO-142,GO,Goiás,Centro-Oeste,1966,986.59,24075.33,12245.84
Municipio RN-011,RN,Rio Grande do Norte,Nordeste,56707,866.75,830611.14,14647.42
Municipio MG-852,MG,Minas Gerais,Sudeste,9622,1846.8,337039.16,35027.97
Municipio SP-643,SP,São Paulo,Sudeste,3818,1505.49,83921.95,21980.61
Municipio PB-020,PB,Paraíba,Nordeste,5549,671.55,43913.24,7913.72
Municipio BA-291,BA,Bahia,Nordeste,11022,820.57,116499.46,10569.72
Municipio PE-127,PE,Pernambuco,Nordeste,3381,1316.82,77322.46,22869.7
Municipio PA-045,PA,Pará,Norte,3766,579.54,24201.54,6426.33
Municipio MA-057,MA,Maranhão,Nordeste,33281,1215.85,448306.21,13470.33
Municipio BA-375,BA,Bahia,Nordeste,4697,1235.16,83603.87,17799.42
Municipio RS-418,RS,Rio Grande do Sul,Sul,20849,1279.52,311742.74,14952.41
Municipio GO-124,GO,Goiás,Centro-Oeste,3769,1707.55,102819.7,27280.37
Municipio PI-129,PI,Piauí,Nordeste,8167,872.25,105378.84,12903.0
Municipio BA-158,BA,Bahia,Nordeste,35187,1103.0,624856.96,17758.18
Municipio SC-065,SC,Santa Catarina,Sul,5248,1692.48,109431.53,20852.04
Municipio MG-797,MG,Minas Gerais,Sudeste,5844,1856.81,172220.45,29469.62
Municipio BA-384,BA,Bahia,Nordeste,3856,1299.9,84687.21,21962.45
Municipio PR-206,PR,Paraná,Sul,64620,2188.1,1685126.75,26077.48
Municipio PR-111,PR,Paraná,Sul,10472,1743.63,295969.6,28262.95
Municipio PR-178,PR,Paraná,Sul,1002,1718.97,22333.76,22289.18
Municipio MG-472,MG,Minas Gerais,Sudeste,13886,1022.49,261284.04,18816.36
Municipio SP-082,SP,São Paulo,Sudeste,7529,1997.2,170743.24,22678.08
Municipio RS-072,RS,Rio Grande do Sul,Sul,2334,2460.5,96624.39,41398.62
Municipio SC-136,SC,Santa Catarina,Sul,40761,1497.41,1078115.98,26449.69
Municipio CE-124,CE,Ceará,Nordeste,6469,697.99,73286.13,11328.82
Municipio BA-304,BA,Bahia,Nordeste,11335,999.14,183278.37,16169.24
Municipio MG-775,MG,Minas Gerais,Sudeste,3563,1800.57,88641.79,24878.41
Municipio SC-114,SC,Santa Catarina,Sul,2275,1863.76,63317.91,27832.05
Municipio BA-409,BA,Bahia,Nordeste,2493,1304.59,59449.39,23846.53
Municipio MG-044,MG,Minas Gerais,Sudeste,13451,1028.4,253159.62,18820.88
Municipio MG-156,MG,Minas Gerais,Sudeste,21332,1663.9,667359.08,31284.41
Municipio PA-141,PA,Pará,Norte,38158,1313.71,918038.88,24058.88
Municipio MT-124,MT,Mato Grosso,Centro-Oeste,22903,1913.39,668639.47,29194.41
Municipio SP-310,SP,São Paulo,Sudeste,2169,1983.39,77810.94,35874.11
Municipio SP-514,SP,São Paulo,Sudeste,24142,1667.55,611468.72,25328.01
Municipio PB-062,PB,Paraíba,Nordeste,14902,1084.21,175709.53,11791.0
Municipio SC-138,SC,Santa Catarina,Sul,20891,2283.66,877826.3,42019.35
Municipio GO-105,GO,Goiás,Centro-Oeste,19814,1320.41,306097.05,15448.52
Municipio PE-159,PE,Pernambuco,Nordeste,11335,717.76,117167.77,10336.81
Municipio SC-196,SC,Santa Catarina,Sul,22870,1904.16,825176.88,36081.19
Municipio SP-450,SP,São Paulo,Sudeste,60648,2454.16,1811677.15,29872.0
Municipio SP-349,SP,São Paulo,Sudeste,3830,1694.19,108505.63,28330.45
Municipio PR-011,PR,Paraná,Sul,4046,1516.71,79062.5,19540.9
